-6.43457284 -0.21968880 1.73938815 -1.61421618 -3.88151774 -1.92497154 -1.56581275 0.93183215 -2.24109771 3.06486652 1.43124300 -0.23065035 0.98604190 1.05531061 0.28456801 1.51517606 -0.67646600 0.23890350 -2.02893140 -1.06591006 1.00000000
-2.79851740 3.77404294 3.60165070 -1.47781830 -3.19080464 0.41571329 0.88298290 -1.19790586 -3.30421727 4.25303473 1.52645620 -1.67035634 -0.20157419 -0.53004541 0.46464237 1.85402677 -0.10007148 -0.57484407 -0.72123124 -1.46372760 1.00000000
-2.59985291 3.66713397 3.00936263 -1.44363345 -3.52031513 0.16068637 0.53305633 -1.26021704 -3.02499824 4.00716342 1.35795406 -1.89883855 0.16196277 -0.24605753 0.40351235 2.22121172 -0.39865293 -0.46279557 -0.45286164 -2.19450272 1.00000000
-13.83037790 -10.64150509 -4.32626261 8.02355307 -0.87287944 2.26129994 -0.82924186 0.41699927 -3.44760065 2.51174587 2.43705087 -2.17517869 1.81630858 -0.28769968 -0.18871980 1.49679452 1.06449924 0.01882354 0.18085308 -1.26558650 1.00000000
-6.25855444 0.46604953 8.30892479 -0.30683897 -1.31029786 -0.78914388 -1.49803805 3.95150256 -0.56203486 3.16925077 -1.77767411 0.93391419 -1.76073845 0.94772464 2.23764617 -0.94995629 -1.00939698 -0.10111896 0.59429168 0.60157058 1.00000000
-3.29012644 3.44663538 4.33489284 -1.69164921 -4.14406289 0.63226381 0.97690462 -1.31729853 -3.33350233 4.34951044 2.19133457 -1.92837685 -0.46918108 -0.81939962 0.44626111 2.30442414 -0.37792046 -0.06911061 0.16127465 -1.94423971 1.00000000
11.31917286 -15.01261148 -7.00650156 -10.08819350 -0.03539793 1.80665781 -3.42543635 -0.89205555 1.49724348 4.28157012 0.17616369 -1.55762097 -0.18908115 -0.45374506 -0.31631584 2.49851483 0.46634532 -0.64377050 -0.86012575 -0.74151458 1.00000000
-3.14161825 3.59414228 3.84763453 -1.70817918 -3.58906089 0.18799300 0.62755159 -1.08036136 -3.10230900 4.38782815 2.11685699 -2.16211268 0.14837778 -0.38535928 0.42355069 1.70957206 -0.41693273 -0.10080256 -0.34496763 -1.71172566 1.00000000
-3.77288273 3.08227411 4.42204885 -1.76338151 -3.87469525 -0.09451012 0.26131393 -0.84881102 -3.30434519 4.56887934 1.99114634 -2.14760552 -0.18878758 -0.31328271 0.14024361 1.98520419 -0.36418875 -0.02139382 -0.50048489 -1.83043529 1.00000000
-4.73826571 2.28619275 5.75878098 -2.01088727 -3.60727046 0.10489162 -0.16590208 -0.76154885 -2.20686745 3.71723705 1.83620660 -1.47694061 -0.44837413 -0.47317956 -0.23577400 2.75366869 -0.09768955 0.59044584 0.02830473 -1.60106509 1.00000000
