-3.28784306 -0.09344168 1.12197130 -0.87551247 -1.88077360 -0.82353126 -0.91965205 0.70194522 -0.97582670 1.51783223 0.66276416 -0.24368648 0.17483246 0.43628441 0.23897306 0.68785902 -0.40743327 0.36733340 0.75058693 -0.80449872 -0.26093359 0.36996173 0.21411284 0.09036452 -0.34425996 -1.36620210 0.44688217 0.65073269 -1.41446303 -0.52263269 -0.04994497 -0.06565196 -0.13235986 0.24347387 -0.47191508 -0.68001089 0.01521725 -0.23414586 0.11524098 -0.58562303 0.03148510 -0.58807582 -0.29675552 -0.13499791 0.25986085 0.98092145 -0.35085775 0.27318136 -0.26554641 1.00000000
-1.35091919 1.84102724 1.69383405 -0.68674928 -1.63724897 0.10958104 0.47854929 -0.47589081 -1.66434981 2.20008405 0.68831096 -0.81456161 0.20013252 -0.30542289 0.32206380 0.80648803 -0.10026407 0.05461063 0.90685223 0.06901176 -0.67266791 -0.06183296 0.37655262 0.10122496 0.15259786 0.36297415 0.32687918 -0.11060258 0.78495701 0.17877844 -0.09989802 -0.36952777 0.13022718 0.17053011 -0.06114113 0.18093504 -0.04443942 0.11818033 -0.05023917 0.13435882 0.30043714 0.18510957 0.17378632 0.18834554 -0.03395657 -0.06407959 0.05456544 0.00902886 0.08221071 1.00000000
-1.21424047 1.88596969 1.37025372 -0.70219748 -1.80338440 0.20375075 0.23940217 -0.44917513 -1.52366130 2.03745225 0.56338896 -0.79970905 0.34373583 -0.12896462 0.37924696 0.90493044 -0.21092158 0.15835069 1.17984881 0.30646894 -0.53042088 -0.02687184 0.37870567 0.03962168 0.09089262 0.70425753 0.22178148 0.18728549 0.78050389 -0.10374716 -0.55361710 -0.39115394 0.33458076 0.08250450 -0.02817591 -0.03739995 0.49654732 0.05145896 -0.26829360 0.19094342 0.01706568 0.08631780 0.22089984 0.55642582 0.09131485 -0.02499946 -0.00850918 -0.28752161 -0.23458242 1.00000000
-6.93715051 -5.27650837 -2.21209164 4.01531489 -0.49306758 1.27286687 -0.52433692 0.44832574 -1.65119236 1.20810287 1.04311425 -1.04661680 0.95098845 -0.00513999 0.16967117 0.79990392 0.51432140 0.49901599 0.43612978 -0.02289330 -0.01884675 0.21070149 -0.83357592 -0.15322531 -0.05526319 -0.67000387 0.56333252 0.14901029 -0.88827715 -0.62590102 -0.11863946 -0.13984763 0.56823457 0.43342225 0.04508358 -0.51491145 -0.40174856 0.02695751 -0.80524114 -0.56550213 -0.22101621 0.06177469 0.41388878 0.64078488 0.26304299 -0.12620122 0.27707672 -0.06799249 0.34237741 1.00000000
-3.09359894 0.29853954 4.24498315 -0.19887133 -0.62977983 -0.44885353 -0.76980315 1.97018002 -0.00421786 1.58773058 -0.91112785 0.31661136 -1.16169644 0.17335797 0.51307839 -0.55633819 -0.31152637 -0.61747353 -0.50897065 0.18315345 -0.06302423 -0.00934365 0.21146348 0.65458260 0.37014315 -0.44621197 0.59195501 1.08103879 -0.23739900 -0.21479378 -0.91643378 -0.46902396 -0.16706544 0.55483301 -1.00546996 -0.05216918 0.12552836 -0.30185239 0.36003782 -0.29494918 0.38033487 0.26904830 -0.07347432 0.22431774 0.26777091 0.21615062 0.15068866 0.22631587 -0.13782246 1.00000000
-1.57050734 1.68934399 2.12183042 -0.80789976 -2.20713180 0.43509217 0.39932146 -0.42372409 -1.67594225 2.18226834 0.87219888 -1.01195049 0.23863138 -0.56324298 0.51502931 0.97867329 -0.15376729 0.11402616 1.01927296 0.48512603 -0.81124902 0.11176047 0.19932577 0.01360484 0.28815203 -0.08819866 -0.05105550 0.11737712 0.43075242 -0.03028468 0.20951996 -0.13678121 -0.18337925 -0.34231308 0.31451185 0.40009178 -0.14302474 0.23256318 0.23659218 0.19312162 0.06083192 0.13889085 0.09215005 -0.53759702 -0.19473075 -0.20956579 -0.06498989 0.21217091 0.03565836 1.00000000
5.64379205 -7.51533557 -3.56906754 -5.03905492 -0.17697205 1.04372111 -1.63173438 -0.33626728 0.93014239 1.96427108 -0.05794255 -0.86292107 0.22646504 -0.42356207 0.09784499 1.07297780 0.20625322 -0.10940381 0.85371659 -0.18761448 -0.40537127 0.19358382 -0.01247708 -0.81863722 0.31188439 0.62095661 -0.08977658 -0.14367464 -0.22490901 -0.03067260 -0.16310938 -0.60081366 -0.44237985 -0.07182861 -0.41311068 -0.14012009 -0.05555189 0.24589433 -0.55333437 0.69668709 0.17508452 0.73292134 -0.40560167 -0.61963685 0.43637451 -0.27593193 0.10354861 -0.55727735 0.34691549 1.00000000
-1.53511764 1.79295018 1.89886065 -0.75569580 -1.81690664 0.21126170 0.17963405 -0.34776452 -1.37798118 2.19117189 0.84894308 -1.09787799 0.32693052 -0.27014824 0.29894127 0.80087170 -0.11605064 0.10955391 0.91279180 0.31534159 -0.74302950 0.09703784 0.41123148 0.25900296 0.28046632 0.35637740 0.01694953 -0.07928841 0.47816699 -0.00157387 -0.38572594 -0.06884791 0.17360631 -0.04320443 -0.20677314 0.06140380 -0.30378543 -0.05556486 0.27270197 0.27136542 0.14964448 -0.02690321 -0.04412688 -0.10467800 -0.02565263 0.03846556 0.04610147 0.16688312 0.09841466 1.00000000
-1.81728326 1.55838149 2.23163756 -0.85527721 -1.91119450 0.05270287 0.02201067 -0.13116586 -1.63274685 2.24150817 0.75672934 -1.16923892 0.23254976 -0.36226255 0.25931855 0.94630177 -0.21576921 0.38278798 0.96317535 0.21278679 -0.68846089 0.11886871 0.28039438 0.09574593 0.27063902 0.50376393 0.30212030 0.01412203 0.35309474 -0.32339388 -0.09432676 -0.18564108 0.18730525 0.11643577 0.03114764 0.03210809 0.08605052 -0.07061852 0.17993679 -0.04157308 0.22410948 -0.31684811 0.01042423 -0.18582200 -0.09726055 -0.03597433 -0.04675180 0.15203956 -0.13657141 1.00000000
-2.28266993 1.22944025 2.93592515 -1.03861403 -1.68595868 0.08175239 -0.14292289 -0.28822149 -1.06515292 1.87056316 0.72212300 -1.02475617 0.35750353 -0.70891333 0.09347210 1.22221734 -0.13458049 0.56725754 0.78479804 0.21752444 -0.72146421 0.50578934 -0.35563679 -0.25522706 0.24753952 -0.04974067 0.13406297 0.38597281 -0.20671797 -0.16492727 0.68017992 0.11131401 -0.45278560 -0.05311161 0.92976791 0.29834571 0.51197069 0.29815334 0.77097122 -0.24839138 -0.23343087 -0.29064765 0.35982416 -0.43840299 0.13362171 -0.23238110 0.25927093 0.18273062 0.18725012 1.00000000
